"_time",clientip,host,method,source,sourcetype,spent,status,"uri_path","uri_query"
"2023-04-27T00:39:09.202+00:00","127.0.0.1","splunk-entreprise-deployment-776c64c796-hp7s7",GET,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",4,200,"/services/apps/local","search=disabled%3Dfalse&count=-1"
"2023-04-27T00:39:09.192+00:00","127.0.0.1","splunk-entreprise-deployment-776c64c796-hp7s7",GET,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",1,200,"/services/server/info",
"2023-04-27T00:39:06.655+00:00","127.0.0.1","splunk-entreprise-deployment-776c64c796-hp7s7",GET,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",0,404,"/servicesNS/nobody/splunk_assist/storage/passwords/tenant_id","output_mode=json"
"2023-04-27T00:39:06.573+00:00","127.0.0.1","splunk-entreprise-deployment-776c64c796-hp7s7",GET,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",0,200,"//services/cluster/config","output_mode=json"
"2023-04-27T00:39:06.565+00:00","127.0.0.1","splunk-entreprise-deployment-776c64c796-hp7s7",GET,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",0,200,"//services/server/roles","output_mode=json"
"2023-04-27T00:39:06.557+00:00","127.0.0.1","splunk-entreprise-deployment-776c64c796-hp7s7",GET,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",0,200,"/services/properties/telemetry/general/sendSupportUsage",
"2023-04-27T00:39:06.500+00:00","127.0.0.1","splunk-entreprise-deployment-776c64c796-hp7s7",GET,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",0,200,"//services/cluster/config","output_mode=json"
"2023-04-27T00:39:06.486+00:00","127.0.0.1","splunk-entreprise-deployment-776c64c796-hp7s7",GET,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",0,200,"//services/cluster/config","output_mode=json"
"2023-04-27T00:39:06.485+00:00","127.0.0.1","splunk-entreprise-deployment-776c64c796-hp7s7",GET,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",0,200,"//services/server/roles","output_mode=json"
"2023-04-27T00:39:06.473+00:00","127.0.0.1","splunk-entreprise-deployment-776c64c796-hp7s7",GET,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",2,200,"//services/server/roles","output_mode=json"
